timestamp,source_ip,destination_ip,protocol,port,size_bytes,http.host,http.request.uri,http.request.method,raw_payload
"Jun 11, 2025 09:56:09.943097000 India Standard Time",,,HTTPS,49911,74,,,,
"Jun 11, 2025 09:56:09.943207000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:10.058532000 India Standard Time",104.248.38.210,192.168.1.7,HTTPS,49907,54,,,,
"Jun 11, 2025 09:56:10.058532000 India Standard Time",157.230.107.172,192.168.1.7,HTTPS,49910,54,,,,
"Jun 11, 2025 09:56:10.061695000 India Standard Time",104.248.38.210,192.168.1.7,HTTPS,49908,54,,,,
"Jun 11, 2025 09:56:10.085620000 India Standard Time",104.248.38.210,192.168.1.7,HTTPS,49909,54,,,,
"Jun 11, 2025 09:56:10.111394000 India Standard Time",194.67.103.130,192.168.1.7,HTTPS,49921,54,,,,
"Jun 11, 2025 09:56:10.145960000 India Standard Time",44.228.249.3,192.168.1.7,HTTP,49942,54,,,,
"Jun 11, 2025 09:56:10.145960000 India Standard Time",44.228.249.3,192.168.1.7,HTTP,49945,66,,,,
"Jun 11, 2025 09:56:10.146135000 India Standard Time",192.168.1.7,44.228.249.3,HTTP,80,54,,,,
"Jun 11, 2025 09:56:10.146466000 India Standard Time",44.228.249.3,192.168.1.7,HTTP,49942,330,,/userinfo.php,,
"Jun 11, 2025 09:56:10.155706000 India Standard Time",192.168.1.7,44.228.249.3,HTTP,80,570,testphp.vulnweb.com,/login.php,GET,
"Jun 11, 2025 09:56:10.411136000 India Standard Time",44.228.249.3,192.168.1.7,HTTP,49942,54,,,,
"Jun 11, 2025 09:56:10.411136000 India Standard Time",44.228.249.3,192.168.1.7,HTTP,49942,2554,,,,
"Jun 11, 2025 09:56:10.411136000 India Standard Time",44.228.249.3,192.168.1.7,HTTP,49942,302,,/login.php,,
"Jun 11, 2025 09:56:10.411244000 India Standard Time",192.168.1.7,44.228.249.3,HTTP,80,54,,,,
"Jun 11, 2025 09:56:11.235836000 India Standard Time",192.168.1.7,23.58.31.18,HTTP,80,54,,,,
"Jun 11, 2025 09:56:11.236176000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:11.237574000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:11.239159000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:11.239872000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:11.240032000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:11.240148000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:11.240164000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:11.240262000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:11.240405000 India Standard Time",192.168.1.7,23.58.31.18,HTTP,80,54,,,,
"Jun 11, 2025 09:56:11.240406000 India Standard Time",192.168.1.7,23.58.31.18,HTTP,80,54,,,,
"Jun 11, 2025 09:56:11.240450000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:11.240553000 India Standard Time",192.168.1.7,23.58.31.18,HTTP,80,54,,,,
"Jun 11, 2025 09:56:11.240650000 India Standard Time",192.168.1.7,23.58.31.18,HTTP,80,54,,,,
"Jun 11, 2025 09:56:11.240659000 India Standard Time",192.168.1.7,23.58.31.18,HTTP,80,54,,,,
"Jun 11, 2025 09:56:11.240744000 India Standard Time",192.168.1.7,23.58.31.18,HTTP,80,54,,,,
"Jun 11, 2025 09:56:11.240750000 India Standard Time",192.168.1.7,23.58.31.18,HTTP,80,54,,,,
"Jun 11, 2025 09:56:11.240874000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:11.251018000 India Standard Time",,,HTTP,80,86,,,,
"Jun 11, 2025 09:56:11.314591000 India Standard Time",23.58.31.18,192.168.1.7,HTTP,49814,54,,,,
"Jun 11, 2025 09:56:11.314591000 India Standard Time",23.58.31.18,192.168.1.7,HTTP,49817,54,,,,
"Jun 11, 2025 09:56:11.314591000 India Standard Time",23.58.31.18,192.168.1.7,HTTP,49818,54,,,,
"Jun 11, 2025 09:56:11.314591000 India Standard Time",23.58.31.18,192.168.1.7,HTTP,49808,54,,,,
"Jun 11, 2025 09:56:11.314591000 India Standard Time",23.58.31.18,192.168.1.7,HTTP,49815,54,,,,
"Jun 11, 2025 09:56:11.314591000 India Standard Time",23.58.31.18,192.168.1.7,HTTP,49810,54,,,,
"Jun 11, 2025 09:56:11.314591000 India Standard Time",23.58.31.18,192.168.1.7,HTTP,49812,54,,,,
"Jun 11, 2025 09:56:11.314591000 India Standard Time",23.58.31.18,192.168.1.7,HTTP,49811,54,,,,
"Jun 11, 2025 09:56:11.314591000 India Standard Time",,,HTTPS,49802,74,,,,
"Jun 11, 2025 09:56:11.314591000 India Standard Time",,,HTTPS,49797,74,,,,
"Jun 11, 2025 09:56:11.314591000 India Standard Time",,,HTTPS,49804,74,,,,
"Jun 11, 2025 09:56:11.314591000 India Standard Time",,,HTTPS,49799,74,,,,
"Jun 11, 2025 09:56:11.314591000 India Standard Time",,,HTTPS,49796,74,,,,
"Jun 11, 2025 09:56:11.314591000 India Standard Time",,,HTTPS,49798,74,,,,
"Jun 11, 2025 09:56:11.314591000 India Standard Time",,,HTTPS,49806,74,,,,
"Jun 11, 2025 09:56:11.314591000 India Standard Time",,,HTTPS,49805,74,,,,
"Jun 11, 2025 09:56:11.314591000 India Standard Time",,,HTTPS,49803,74,,,,
"Jun 11, 2025 09:56:11.314591000 India Standard Time",,,HTTPS,49800,74,,,,
"Jun 11, 2025 09:56:11.314591000 India Standard Time",,,HTTP,49946,86,,,,
"Jun 11, 2025 09:56:11.315270000 India Standard Time",,,HTTP,80,74,,,,
"Jun 11, 2025 09:56:11.914377000 India Standard Time",192.168.1.7,20.24.249.45,HTTPS,443,66,,,,
"Jun 11, 2025 09:56:11.933364000 India Standard Time",192.168.1.7,20.24.121.134,HTTPS,443,66,,,,
"Jun 11, 2025 09:56:11.935727000 India Standard Time",192.168.1.7,20.24.121.134,HTTPS,443,66,,,,
"Jun 11, 2025 09:56:12.031391000 India Standard Time",20.24.249.45,192.168.1.7,HTTPS,49947,66,,,,
"Jun 11, 2025 09:56:12.031391000 India Standard Time",20.24.121.134,192.168.1.7,HTTPS,49948,66,,,,
"Jun 11, 2025 09:56:12.031391000 India Standard Time",20.24.121.134,192.168.1.7,HTTPS,49949,66,,,,
"Jun 11, 2025 09:56:12.031989000 India Standard Time",192.168.1.7,20.24.249.45,HTTPS,443,54,,,,
"Jun 11, 2025 09:56:12.032061000 India Standard Time",192.168.1.7,20.24.121.134,HTTPS,443,54,,,,
"Jun 11, 2025 09:56:12.032094000 India Standard Time",192.168.1.7,20.24.121.134,HTTPS,443,54,,,,
"Jun 11, 2025 09:56:12.045096000 India Standard Time",192.168.1.7,20.24.121.134,HTTPS,443,533,,,,
"Jun 11, 2025 09:56:12.133608000 India Standard Time",20.24.121.134,192.168.1.7,HTTPS,49949,5054,,,,
"Jun 11, 2025 09:56:12.133608000 India Standard Time",20.24.121.134,192.168.1.7,HTTPS,49949,1283,,,,
"Jun 11, 2025 09:56:12.133821000 India Standard Time",192.168.1.7,20.24.121.134,HTTPS,443,54,,,,
"Jun 11, 2025 09:56:12.255879000 India Standard Time",192.168.1.7,20.24.121.134,HTTPS,443,212,,,,
"Jun 11, 2025 09:56:12.257284000 India Standard Time",192.168.1.7,20.24.121.134,HTTPS,443,141,,,,
"Jun 11, 2025 09:56:12.440734000 India Standard Time",20.24.121.134,192.168.1.7,HTTPS,49949,54,,,,
"Jun 11, 2025 09:56:12.440734000 India Standard Time",20.24.121.134,192.168.1.7,HTTPS,49949,105,,,,
"Jun 11, 2025 09:56:12.440734000 India Standard Time",20.24.121.134,192.168.1.7,HTTPS,49949,123,,,,
"Jun 11, 2025 09:56:12.440900000 India Standard Time",192.168.1.7,20.24.121.134,HTTPS,443,54,,,,
"Jun 11, 2025 09:56:12.443042000 India Standard Time",192.168.1.7,20.24.121.134,HTTPS,443,1304,,,,
"Jun 11, 2025 09:56:12.443042000 India Standard Time",192.168.1.7,20.24.121.134,HTTPS,443,1304,,,,
"Jun 11, 2025 09:56:12.443042000 India Standard Time",192.168.1.7,20.24.121.134,HTTPS,443,832,,,,
"Jun 11, 2025 09:56:12.443300000 India Standard Time",192.168.1.7,20.24.121.134,HTTPS,443,92,,,,
"Jun 11, 2025 09:56:12.543264000 India Standard Time",20.24.121.134,192.168.1.7,HTTPS,49949,92,,,,
"Jun 11, 2025 09:56:12.543264000 India Standard Time",20.24.121.134,192.168.1.7,HTTPS,49949,54,,,,
"Jun 11, 2025 09:56:12.543264000 India Standard Time",20.24.121.134,192.168.1.7,HTTPS,49949,54,,,,
"Jun 11, 2025 09:56:12.543264000 India Standard Time",20.24.121.134,192.168.1.7,HTTPS,49949,54,,,,
"Jun 11, 2025 09:56:12.543264000 India Standard Time",20.24.121.134,192.168.1.7,HTTPS,49949,5054,,,,
"Jun 11, 2025 09:56:12.543264000 India Standard Time",20.24.121.134,192.168.1.7,HTTPS,49949,787,,,,
"Jun 11, 2025 09:56:12.543264000 India Standard Time",20.24.121.134,192.168.1.7,HTTPS,49949,92,,,,
"Jun 11, 2025 09:56:12.543532000 India Standard Time",192.168.1.7,20.24.121.134,HTTPS,443,54,,,,
"Jun 11, 2025 09:56:12.559459000 India Standard Time",192.168.1.7,13.107.5.93,HTTPS,443,66,,,,
"Jun 11, 2025 09:56:12.581312000 India Standard Time",13.107.5.93,192.168.1.7,HTTPS,49950,66,,,,
"Jun 11, 2025 09:56:12.581591000 India Standard Time",192.168.1.7,13.107.5.93,HTTPS,443,54,,,,
"Jun 11, 2025 09:56:12.645586000 India Standard Time",,,HTTPS,49922,113,,,,
"Jun 11, 2025 09:56:12.645586000 India Standard Time",,,HTTPS,49922,98,,,,
"Jun 11, 2025 09:56:12.645827000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:12.646144000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:12.650907000 India Standard Time",192.168.1.7,13.107.5.93,HTTPS,443,500,,,,
"Jun 11, 2025 09:56:12.688797000 India Standard Time",,,HTTPS,49922,74,,,,
"Jun 11, 2025 09:56:12.688797000 India Standard Time",13.107.5.93,192.168.1.7,HTTPS,49950,54,,,,
"Jun 11, 2025 09:56:12.688797000 India Standard Time",13.107.5.93,192.168.1.7,HTTPS,49950,1304,,,,
"Jun 11, 2025 09:56:12.688797000 India Standard Time",13.107.5.93,192.168.1.7,HTTPS,49950,1304,,,,
"Jun 11, 2025 09:56:12.688797000 India Standard Time",13.107.5.93,192.168.1.7,HTTPS,49950,1304,,,,
"Jun 11, 2025 09:56:12.688797000 India Standard Time",13.107.5.93,192.168.1.7,HTTPS,49950,472,,,,
"Jun 11, 2025 09:56:12.689043000 India Standard Time",192.168.1.7,13.107.5.93,HTTPS,443,54,,,,
"Jun 11, 2025 09:56:12.710972000 India Standard Time",192.168.1.7,13.107.5.93,HTTPS,443,134,,,,
"Jun 11, 2025 09:56:12.730792000 India Standard Time",13.107.5.93,192.168.1.7,HTTPS,49950,54,,,,
"Jun 11, 2025 09:56:12.730792000 India Standard Time",13.107.5.93,192.168.1.7,HTTPS,49950,513,,,,
"Jun 11, 2025 09:56:12.777099000 India Standard Time",192.168.1.7,13.107.5.93,HTTPS,443,54,,,,
"Jun 11, 2025 09:56:12.799857000 India Standard Time",192.168.1.7,13.107.5.93,HTTPS,443,668,,,,
"Jun 11, 2025 09:56:12.822049000 India Standard Time",13.107.5.93,192.168.1.7,HTTPS,49950,54,,,,
"Jun 11, 2025 09:56:12.870604000 India Standard Time",13.107.5.93,192.168.1.7,HTTPS,49950,1304,,,,
"Jun 11, 2025 09:56:12.870604000 India Standard Time",13.107.5.93,192.168.1.7,HTTPS,49950,266,,,,
"Jun 11, 2025 09:56:12.870604000 India Standard Time",13.107.5.93,192.168.1.7,HTTPS,49950,1100,,,,
"Jun 11, 2025 09:56:12.870604000 India Standard Time",13.107.5.93,192.168.1.7,HTTPS,49950,1100,,,,
"Jun 11, 2025 09:56:12.870604000 India Standard Time",13.107.5.93,192.168.1.7,HTTPS,49950,1100,,,,
"Jun 11, 2025 09:56:12.870604000 India Standard Time",13.107.5.93,192.168.1.7,HTTPS,49950,1100,,,,
"Jun 11, 2025 09:56:12.870604000 India Standard Time",13.107.5.93,192.168.1.7,HTTPS,49950,1100,,,,
"Jun 11, 2025 09:56:12.870604000 India Standard Time",13.107.5.93,192.168.1.7,HTTPS,49950,1100,,,,
"Jun 11, 2025 09:56:12.870604000 India Standard Time",13.107.5.93,192.168.1.7,HTTPS,49950,1100,,,,
"Jun 11, 2025 09:56:12.870604000 India Standard Time",13.107.5.93,192.168.1.7,HTTPS,49950,1100,,,,
"Jun 11, 2025 09:56:12.870604000 India Standard Time",13.107.5.93,192.168.1.7,HTTPS,49950,822,,,,
"Jun 11, 2025 09:56:12.870835000 India Standard Time",192.168.1.7,13.107.5.93,HTTPS,443,54,,,,
"Jun 11, 2025 09:56:13.815681000 India Standard Time",,,HTTPS,443,86,,,,
"Jun 11, 2025 09:56:13.841902000 India Standard Time",,,HTTPS,49951,86,,,,
"Jun 11, 2025 09:56:13.842148000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:13.856407000 India Standard Time",,,HTTPS,443,560,,,,
"Jun 11, 2025 09:56:13.878885000 India Standard Time",,,HTTPS,49951,74,,,,
"Jun 11, 2025 09:56:13.878885000 India Standard Time",,,HTTPS,49951,3764,,,,
"Jun 11, 2025 09:56:13.878885000 India Standard Time",,,HTTPS,49951,480,,,,
"Jun 11, 2025 09:56:13.879071000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:13.898408000 India Standard Time",,,HTTPS,49951,344,,,,
"Jun 11, 2025 09:56:13.898537000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:13.933353000 India Standard Time",,,HTTPS,443,154,,,,
"Jun 11, 2025 09:56:13.939828000 India Standard Time",,,HTTPS,443,658,,,,
"Jun 11, 2025 09:56:13.951834000 India Standard Time",,,HTTPS,49951,680,,,,
"Jun 11, 2025 09:56:13.952000000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:13.960559000 India Standard Time",,,HTTPS,443,86,,,,
"Jun 11, 2025 09:56:13.962916000 India Standard Time",,,HTTPS,49951,1153,,,,
"Jun 11, 2025 09:56:13.963012000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:13.987960000 India Standard Time",,,HTTPS,49952,86,,,,
"Jun 11, 2025 09:56:13.988117000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:14.000713000 India Standard Time",,,HTTPS,443,536,,,,
"Jun 11, 2025 09:56:14.019089000 India Standard Time",,,HTTPS,49952,74,,,,
"Jun 11, 2025 09:56:14.029507000 India Standard Time",,,HTTPS,49952,4994,,,,
"Jun 11, 2025 09:56:14.029507000 India Standard Time",,,HTTPS,49952,1245,,,,
"Jun 11, 2025 09:56:14.029653000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:14.077827000 India Standard Time",,,HTTPS,443,154,,,,
"Jun 11, 2025 09:56:14.078760000 India Standard Time",,,HTTPS,443,686,,,,
"Jun 11, 2025 09:56:14.099202000 India Standard Time",,,HTTPS,49952,74,,,,
"Jun 11, 2025 09:56:14.099202000 India Standard Time",,,HTTPS,49952,74,,,,
"Jun 11, 2025 09:56:14.099202000 India Standard Time",,,HTTPS,49952,533,,,,
"Jun 11, 2025 09:56:14.099340000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:14.238419000 India Standard Time",,,HTTPS,49952,3764,,,,
"Jun 11, 2025 09:56:14.238419000 India Standard Time",,,HTTPS,49952,585,,,,
"Jun 11, 2025 09:56:14.238419000 India Standard Time",,,HTTPS,49952,7454,,,,
"Jun 11, 2025 09:56:14.238419000 India Standard Time",,,HTTPS,49952,908,,,,
"Jun 11, 2025 09:56:14.238419000 India Standard Time",,,HTTPS,49952,3764,,,,
"Jun 11, 2025 09:56:14.238419000 India Standard Time",,,HTTPS,49952,550,,,,
"Jun 11, 2025 09:56:14.238419000 India Standard Time",,,HTTPS,49952,4994,,,,
"Jun 11, 2025 09:56:14.238659000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:14.239067000 India Standard Time",,,HTTPS,49952,2534,,,,
"Jun 11, 2025 09:56:14.239067000 India Standard Time",,,HTTPS,49952,908,,,,
"Jun 11, 2025 09:56:14.239067000 India Standard Time",,,HTTPS,49952,1304,,,,
"Jun 11, 2025 09:56:14.239163000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:14.256923000 India Standard Time",,,HTTPS,49952,6224,,,,
"Jun 11, 2025 09:56:14.256923000 India Standard Time",,,HTTPS,49952,1283,,,,
"Jun 11, 2025 09:56:14.257062000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:14.462313000 India Standard Time",194.67.103.130,192.168.1.7,HTTPS,49920,78,,,,
"Jun 11, 2025 09:56:14.462313000 India Standard Time",194.67.103.130,192.168.1.7,HTTPS,49920,54,,,,
"Jun 11, 2025 09:56:14.462474000 India Standard Time",192.168.1.7,194.67.103.130,HTTPS,443,54,,,,
"Jun 11, 2025 09:56:15.398070000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:16.995321000 India Standard Time",,,HTTPS,443,75,,,,
"Jun 11, 2025 09:56:17.032180000 India Standard Time",,,HTTPS,49886,86,,,,
"Jun 11, 2025 09:56:21.055009000 India Standard Time",192.168.1.7,20.42.73.27,HTTPS,443,66,,,,
"Jun 11, 2025 09:56:21.055012000 India Standard Time",192.168.1.7,20.42.73.27,HTTPS,443,66,,,,
"Jun 11, 2025 09:56:21.349461000 India Standard Time",20.42.73.27,192.168.1.7,HTTPS,49953,66,,,,
"Jun 11, 2025 09:56:21.349461000 India Standard Time",20.42.73.27,192.168.1.7,HTTPS,49954,66,,,,
"Jun 11, 2025 09:56:21.349818000 India Standard Time",192.168.1.7,20.42.73.27,HTTPS,443,54,,,,
"Jun 11, 2025 09:56:21.349882000 India Standard Time",192.168.1.7,20.42.73.27,HTTPS,443,54,,,,
"Jun 11, 2025 09:56:21.365896000 India Standard Time",192.168.1.7,20.42.73.27,HTTPS,443,521,,,,
"Jun 11, 2025 09:56:21.365982000 India Standard Time",192.168.1.7,20.42.73.27,HTTPS,443,521,,,,
"Jun 11, 2025 09:56:21.759480000 India Standard Time",20.42.73.27,192.168.1.7,HTTPS,49953,1304,,,,
"Jun 11, 2025 09:56:21.759480000 India Standard Time",20.42.73.27,192.168.1.7,HTTPS,49953,1304,,,,
"Jun 11, 2025 09:56:21.759480000 India Standard Time",20.42.73.27,192.168.1.7,HTTPS,49953,1304,,,,
"Jun 11, 2025 09:56:21.759480000 India Standard Time",20.42.73.27,192.168.1.7,HTTPS,49953,1304,,,,
"Jun 11, 2025 09:56:21.759480000 India Standard Time",20.42.73.27,192.168.1.7,HTTPS,49953,1304,,,,
"Jun 11, 2025 09:56:21.759480000 India Standard Time",20.42.73.27,192.168.1.7,HTTPS,49953,211,,,,
"Jun 11, 2025 09:56:21.759480000 India Standard Time",20.42.73.27,192.168.1.7,HTTPS,49954,54,,,,
"Jun 11, 2025 09:56:21.759480000 India Standard Time",20.42.73.27,192.168.1.7,HTTPS,49954,6304,,,,
"Jun 11, 2025 09:56:21.759480000 India Standard Time",20.42.73.27,192.168.1.7,HTTPS,49954,211,,,,
"Jun 11, 2025 09:56:21.759917000 India Standard Time",192.168.1.7,20.42.73.27,HTTPS,443,54,,,,
"Jun 11, 2025 09:56:21.759983000 India Standard Time",192.168.1.7,20.42.73.27,HTTPS,443,54,,,,
"Jun 11, 2025 09:56:21.794952000 India Standard Time",192.168.1.7,20.42.73.27,HTTPS,443,134,,,,
"Jun 11, 2025 09:56:21.795809000 India Standard Time",192.168.1.7,20.42.73.27,HTTPS,443,507,,,,
"Jun 11, 2025 09:56:21.795954000 India Standard Time",192.168.1.7,20.42.73.27,HTTPS,443,1304,,,,
"Jun 11, 2025 09:56:21.795954000 India Standard Time",192.168.1.7,20.42.73.27,HTTPS,443,912,,,,
"Jun 11, 2025 09:56:21.803522000 India Standard Time",192.168.1.7,20.42.73.27,HTTPS,443,134,,,,
"Jun 11, 2025 09:56:21.804249000 India Standard Time",192.168.1.7,20.42.73.27,HTTPS,443,507,,,,
"Jun 11, 2025 09:56:21.804354000 India Standard Time",192.168.1.7,20.42.73.27,HTTPS,443,1304,,,,
"Jun 11, 2025 09:56:21.804354000 India Standard Time",192.168.1.7,20.42.73.27,HTTPS,443,721,,,,
"Jun 11, 2025 09:56:21.967311000 India Standard Time",,,HTTPS,443,86,,,,
"Jun 11, 2025 09:56:22.031737000 India Standard Time",,,HTTPS,49955,86,,,,
"Jun 11, 2025 09:56:22.031737000 India Standard Time",20.42.73.27,192.168.1.7,HTTPS,49954,54,,,,
"Jun 11, 2025 09:56:22.031737000 India Standard Time",20.42.73.27,192.168.1.7,HTTPS,49954,54,,,,
"Jun 11, 2025 09:56:22.031737000 India Standard Time",20.42.73.27,192.168.1.7,HTTPS,49953,54,,,,
"Jun 11, 2025 09:56:22.031737000 India Standard Time",20.42.73.27,192.168.1.7,HTTPS,49953,54,,,,
"Jun 11, 2025 09:56:22.031984000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:56:22.034513000 India Standard Time",,,HTTPS,443,1474,,,,
"Jun 11, 2025 09:56:22.034513000 India Standard Time",,,HTTPS,443,501,,,,
"Jun 11, 2025 09:56:22.067349000 India Standard Time",20.42.73.27,192.168.1.7,HTTPS,49954,157,,,,
"Jun 11, 2025 09:56:22.067349000 India Standard Time",,,HTTPS,49955,74,,,,
"Jun 11, 2025 09:56:22.067349000 India Standard Time",,,HTTPS,49955,4994,,,,
"Jun 11, 2025 09:56:22.067349000 India Standard Time",,,HTTPS,49955,1149,,,,
"Jun 11, 2025 09:56:22.067349000 India Standard Time",20.42.73.27,192.168.1.7,HTTPS,49954,501,,,,
"Jun 11, 2025 09:56:22.067349000 India Standard Time",20.42.73.27,192.168.1.7,HTTPS,49953,157,,,,
