timestamp,source_ip,destination_ip,protocol,port,size_bytes,status
2025-06-10T15:00:48.380153,192.168.1.66,10.0.0.66,UDP,53,129,anomaly
2025-06-10T15:00:48.390321,192.168.1.67,10.0.0.67,TCP,80,130,normal
2025-06-10T15:00:48.400812,192.168.1.68,10.0.0.68,UDP,53,131,normal
2025-06-10T15:00:48.411045,192.168.1.69,10.0.0.69,TCP,80,132,normal
2025-06-10T15:00:48.421441,192.168.1.70,10.0.0.70,UDP,53,133,normal
2025-06-10T15:00:48.431868,192.168.1.71,10.0.0.71,TCP,80,134,anomaly
2025-06-10T15:00:48.442433,192.168.1.72,10.0.0.72,UDP,53,135,normal
2025-06-10T15:00:48.452760,192.168.1.73,10.0.0.73,TCP,80,136,normal
2025-06-10T15:00:48.463293,192.168.1.74,10.0.0.74,UDP,53,137,normal
2025-06-10T15:00:48.473564,192.168.1.75,10.0.0.75,TCP,80,138,normal
2025-06-10T15:00:48.484100,192.168.1.76,10.0.0.76,UDP,53,139,anomaly
2025-06-10T15:00:48.494413,192.168.1.77,10.0.0.77,TCP,80,140,normal
2025-06-10T15:00:48.504966,192.168.1.78,10.0.0.78,UDP,53,141,normal
2025-06-10T15:00:48.515217,192.168.1.79,10.0.0.79,TCP,80,142,normal
2025-06-10T15:00:48.525783,192.168.1.80,10.0.0.80,UDP,53,143,normal
2025-06-10T15:00:48.536060,192.168.1.81,10.0.0.81,TCP,80,144,anomaly
2025-06-10T15:00:48.546600,192.168.1.82,10.0.0.82,UDP,53,145,normal
2025-06-10T15:00:48.556801,192.168.1.83,10.0.0.83,TCP,80,146,normal
2025-06-10T15:00:48.567262,192.168.1.84,10.0.0.84,UDP,53,147,normal
2025-06-10T15:00:48.577692,192.168.1.85,10.0.0.85,TCP,80,148,normal
2025-06-10T15:00:48.587828,192.168.1.86,10.0.0.86,UDP,53,149,anomaly
2025-06-10T15:00:48.598539,192.168.1.87,10.0.0.87,TCP,80,150,normal
2025-06-10T15:00:48.609031,192.168.1.88,10.0.0.88,UDP,53,151,normal
2025-06-10T15:00:48.619356,192.168.1.89,10.0.0.89,TCP,80,152,normal
2025-06-10T15:00:48.629957,192.168.1.90,10.0.0.90,UDP,53,153,normal
2025-06-10T15:00:48.640215,192.168.1.91,10.0.0.91,TCP,80,154,anomaly
2025-06-10T15:00:48.650761,192.168.1.92,10.0.0.92,UDP,53,155,normal
2025-06-10T15:00:48.661061,192.168.1.93,10.0.0.93,TCP,80,156,normal
2025-06-10T15:00:48.671493,192.168.1.94,10.0.0.94,UDP,53,157,normal
2025-06-10T15:00:48.681872,192.168.1.95,10.0.0.95,TCP,80,158,normal
2025-06-10T15:00:48.692472,192.168.1.96,10.0.0.96,UDP,53,159,anomaly
2025-06-10T15:00:48.702725,192.168.1.97,10.0.0.97,TCP,80,160,normal
2025-06-10T15:00:48.713254,192.168.1.98,10.0.0.98,UDP,53,161,normal
2025-06-10T15:00:48.723552,192.168.1.99,10.0.0.99,TCP,80,162,normal
2025-06-10T15:00:48.734066,192.168.1.100,10.0.0.100,UDP,53,163,normal
2025-06-10T15:00:48.744381,192.168.1.101,10.0.0.101,TCP,80,64,anomaly
2025-06-10T15:00:48.754940,192.168.1.102,10.0.0.102,UDP,53,65,normal
2025-06-10T15:00:48.765211,192.168.1.103,10.0.0.103,TCP,80,66,normal
2025-06-10T15:00:48.775797,192.168.1.104,10.0.0.104,UDP,53,67,normal
2025-06-10T15:00:48.786075,192.168.1.105,10.0.0.105,TCP,80,68,normal
2025-06-10T15:00:48.796630,192.168.1.106,10.0.0.106,UDP,53,69,anomaly
2025-06-10T15:00:48.806861,192.168.1.107,10.0.0.107,TCP,80,70,normal
2025-06-10T15:00:48.817396,192.168.1.108,10.0.0.108,UDP,53,71,normal
2025-06-10T15:00:48.827637,192.168.1.109,10.0.0.109,TCP,80,72,normal
2025-06-10T15:00:48.837919,192.168.1.110,10.0.0.110,UDP,53,73,normal
2025-06-10T15:00:48.848567,192.168.1.111,10.0.0.111,TCP,80,74,anomaly
2025-06-10T15:00:48.858785,192.168.1.112,10.0.0.112,UDP,53,75,normal
2025-06-10T15:00:48.869333,192.168.1.113,10.0.0.113,TCP,80,76,normal
2025-06-10T15:00:48.879719,192.168.1.114,10.0.0.114,UDP,53,77,normal
2025-06-10T15:00:48.890317,192.168.1.115,10.0.0.115,TCP,80,78,normal
2025-06-10T15:00:48.900561,192.168.1.116,10.0.0.116,UDP,53,79,anomaly
2025-06-10T15:00:48.910728,192.168.1.117,10.0.0.117,TCP,80,80,normal
2025-06-10T15:00:48.921529,192.168.1.118,10.0.0.118,UDP,53,81,normal
2025-06-10T15:00:48.931939,192.168.1.119,10.0.0.119,TCP,80,82,normal
2025-06-10T15:00:48.942446,192.168.1.120,10.0.0.120,UDP,53,83,normal
2025-06-10T15:00:48.952613,192.168.1.121,10.0.0.121,TCP,80,84,anomaly
2025-06-10T15:00:48.963014,192.168.1.122,10.0.0.122,UDP,53,85,normal
2025-06-10T15:00:48.973239,192.168.1.123,10.0.0.123,TCP,80,86,normal
2025-06-10T15:00:48.983855,192.168.1.124,10.0.0.124,UDP,53,87,normal
2025-06-10T15:00:48.994175,192.168.1.125,10.0.0.125,TCP,80,88,normal
2025-06-10T15:00:49.004707,192.168.1.126,10.0.0.126,UDP,53,89,anomaly
2025-06-10T15:00:49.015074,192.168.1.127,10.0.0.127,TCP,80,90,normal
2025-06-10T15:00:49.025406,192.168.1.128,10.0.0.128,UDP,53,91,normal
2025-06-10T15:00:49.035577,192.168.1.129,10.0.0.129,TCP,80,92,normal
2025-06-10T15:00:49.045812,192.168.1.130,10.0.0.130,UDP,53,93,normal
2025-06-10T15:00:49.056261,192.168.1.131,10.0.0.131,TCP,80,94,anomaly
2025-06-10T15:00:49.066880,192.168.1.132,10.0.0.132,UDP,53,95,normal
2025-06-10T15:00:49.077477,192.168.1.133,10.0.0.133,TCP,80,96,normal
2025-06-10T15:00:49.088023,192.168.1.134,10.0.0.134,UDP,53,97,normal
2025-06-10T15:00:49.098424,192.168.1.135,10.0.0.135,TCP,80,98,normal
2025-06-10T15:00:49.108794,192.168.1.136,10.0.0.136,UDP,53,99,anomaly
2025-06-10T15:00:49.118933,192.168.1.137,10.0.0.137,TCP,80,100,normal
2025-06-10T15:00:49.129146,192.168.1.138,10.0.0.138,UDP,53,101,normal
2025-06-10T15:00:49.139501,192.168.1.139,10.0.0.139,TCP,80,102,normal
2025-06-10T15:00:49.149843,192.168.1.140,10.0.0.140,UDP,53,103,normal
2025-06-10T15:00:49.160424,192.168.1.141,10.0.0.141,TCP,80,104,anomaly
2025-06-10T15:00:49.170855,192.168.1.142,10.0.0.142,UDP,53,105,normal
2025-06-10T15:00:49.181410,192.168.1.143,10.0.0.143,TCP,80,106,normal
2025-06-10T15:00:49.192017,192.168.1.144,10.0.0.144,UDP,53,107,normal
2025-06-10T15:00:49.202583,192.168.1.145,10.0.0.145,TCP,80,108,normal
2025-06-10T15:00:49.213057,192.168.1.146,10.0.0.146,UDP,53,109,anomaly
2025-06-10T15:00:49.223411,192.168.1.147,10.0.0.147,TCP,80,110,normal
2025-06-10T15:00:49.233895,192.168.1.148,10.0.0.148,UDP,53,111,normal
2025-06-10T15:00:49.244049,192.168.1.149,10.0.0.149,TCP,80,112,normal
2025-06-10T15:00:49.254476,192.168.1.150,10.0.0.150,UDP,53,113,normal
2025-06-10T15:00:49.264970,192.168.1.151,10.0.0.151,TCP,80,114,anomaly
2025-06-10T15:00:49.275253,192.168.1.152,10.0.0.152,UDP,53,115,normal
2025-06-10T15:00:49.285725,192.168.1.153,10.0.0.153,TCP,80,116,normal
2025-06-10T15:00:49.296028,192.168.1.154,10.0.0.154,UDP,53,117,normal
2025-06-10T15:00:49.306352,192.168.1.155,10.0.0.155,TCP,80,118,normal
2025-06-10T15:00:49.316877,192.168.1.156,10.0.0.156,UDP,53,119,anomaly
2025-06-10T15:00:49.327632,192.168.1.157,10.0.0.157,TCP,80,120,normal
2025-06-10T15:00:49.337986,192.168.1.158,10.0.0.158,UDP,53,121,normal
2025-06-10T15:00:49.348368,192.168.1.159,10.0.0.159,TCP,80,122,normal
2025-06-10T15:00:49.358720,192.168.1.160,10.0.0.160,UDP,53,123,normal
2025-06-10T15:00:49.369223,192.168.1.161,10.0.0.161,TCP,80,124,anomaly
2025-06-10T15:00:49.379594,192.168.1.162,10.0.0.162,UDP,53,125,normal
2025-06-10T15:00:49.389840,192.168.1.163,10.0.0.163,TCP,80,126,normal
2025-06-10T15:00:49.400278,192.168.1.164,10.0.0.164,UDP,53,127,normal
2025-06-10T15:00:49.410519,192.168.1.165,10.0.0.165,TCP,80,128,normal
2025-06-10T15:00:49.420791,192.168.1.166,10.0.0.166,UDP,53,129,anomaly
2025-06-10T15:00:49.431292,192.168.1.167,10.0.0.167,TCP,80,130,normal
2025-06-10T15:00:49.441572,192.168.1.168,10.0.0.168,UDP,53,131,normal
2025-06-10T15:00:49.451911,192.168.1.169,10.0.0.169,TCP,80,132,normal
2025-06-10T15:00:49.462348,192.168.1.170,10.0.0.170,UDP,53,133,normal
2025-06-10T15:00:49.472500,192.168.1.171,10.0.0.171,TCP,80,134,anomaly
2025-06-10T15:00:49.483034,192.168.1.172,10.0.0.172,UDP,53,135,normal
2025-06-10T15:00:49.493579,192.168.1.173,10.0.0.173,TCP,80,136,normal
2025-06-10T15:00:49.503977,192.168.1.174,10.0.0.174,UDP,53,137,normal
2025-06-10T15:00:49.514362,192.168.1.175,10.0.0.175,TCP,80,138,normal
2025-06-10T15:00:49.524542,192.168.1.176,10.0.0.176,UDP,53,139,anomaly
2025-06-10T15:00:49.534669,192.168.1.177,10.0.0.177,TCP,80,140,normal
2025-06-10T15:00:49.545027,192.168.1.178,10.0.0.178,UDP,53,141,normal
2025-06-10T15:00:49.555536,192.168.1.179,10.0.0.179,TCP,80,142,normal
2025-06-10T15:00:49.565808,192.168.1.180,10.0.0.180,UDP,53,143,normal
2025-06-10T15:00:49.576183,192.168.1.181,10.0.0.181,TCP,80,144,anomaly
2025-06-10T15:00:49.586534,192.168.1.182,10.0.0.182,UDP,53,145,normal
2025-06-10T15:00:49.596816,192.168.1.183,10.0.0.183,TCP,80,146,normal
2025-06-10T15:00:49.607121,192.168.1.184,10.0.0.184,UDP,53,147,normal
2025-06-10T15:00:49.617728,192.168.1.185,10.0.0.185,TCP,80,148,normal
2025-06-10T15:00:49.628158,192.168.1.186,10.0.0.186,UDP,53,149,anomaly
2025-06-10T15:00:49.638434,192.168.1.187,10.0.0.187,TCP,80,150,normal
2025-06-10T15:00:49.648682,192.168.1.188,10.0.0.188,UDP,53,151,normal
2025-06-10T15:00:49.658892,192.168.1.189,10.0.0.189,TCP,80,152,normal
2025-06-10T15:00:49.669272,192.168.1.190,10.0.0.190,UDP,53,153,normal
2025-06-10T15:00:49.679798,192.168.1.191,10.0.0.191,TCP,80,154,anomaly
2025-06-10T15:00:49.689966,192.168.1.192,10.0.0.192,UDP,53,155,normal
2025-06-10T15:00:49.700679,192.168.1.193,10.0.0.193,TCP,80,156,normal
2025-06-10T15:00:49.711126,192.168.1.194,10.0.0.194,UDP,53,157,normal
2025-06-10T15:00:49.721663,192.168.1.195,10.0.0.195,TCP,80,158,normal
2025-06-10T15:00:49.731796,192.168.1.196,10.0.0.196,UDP,53,159,anomaly
2025-06-10T15:00:49.742268,192.168.1.197,10.0.0.197,TCP,80,160,normal
2025-06-10T15:00:49.752605,192.168.1.198,10.0.0.198,UDP,53,161,normal
2025-06-10T15:00:49.762980,192.168.1.199,10.0.0.199,TCP,80,162,normal
2025-06-10T15:00:49.773229,192.168.1.200,10.0.0.200,UDP,53,163,normal
2025-06-10T15:00:49.783503,192.168.1.201,10.0.0.201,TCP,80,64,anomaly
2025-06-10T15:00:49.793828,192.168.1.202,10.0.0.202,UDP,53,65,normal
2025-06-10T15:00:49.804122,192.168.1.203,10.0.0.203,TCP,80,66,normal
2025-06-10T15:00:49.814356,192.168.1.204,10.0.0.204,UDP,53,67,normal
2025-06-10T15:00:49.824979,192.168.1.205,10.0.0.205,TCP,80,68,normal
2025-06-10T15:00:49.835381,192.168.1.206,10.0.0.206,UDP,53,69,anomaly
2025-06-10T15:00:49.846013,192.168.1.207,10.0.0.207,TCP,80,70,normal
2025-06-10T15:00:49.856328,192.168.1.208,10.0.0.208,UDP,53,71,normal
2025-06-10T15:00:49.866555,192.168.1.209,10.0.0.209,TCP,80,72,normal
2025-06-10T15:00:49.877091,192.168.1.210,10.0.0.210,UDP,53,73,normal
2025-06-10T15:00:49.887626,192.168.1.211,10.0.0.211,TCP,80,74,anomaly
2025-06-10T15:00:49.898059,192.168.1.212,10.0.0.212,UDP,53,75,normal
2025-06-10T15:00:49.908591,192.168.1.213,10.0.0.213,TCP,80,76,normal
2025-06-10T15:00:49.919176,192.168.1.214,10.0.0.214,UDP,53,77,normal
2025-06-10T15:00:49.929687,192.168.1.215,10.0.0.215,TCP,80,78,normal
2025-06-10T15:00:49.939886,192.168.1.216,10.0.0.216,UDP,53,79,anomaly
2025-06-10T15:00:49.950769,192.168.1.217,10.0.0.217,TCP,80,80,normal
2025-06-10T15:00:49.961124,192.168.1.218,10.0.0.218,UDP,53,81,normal
2025-06-10T15:00:49.971703,192.168.1.219,10.0.0.219,TCP,80,82,normal
2025-06-10T15:00:49.982623,192.168.1.220,10.0.0.220,UDP,53,83,normal
2025-06-10T15:00:49.992931,192.168.1.221,10.0.0.221,TCP,80,84,anomaly
2025-06-10T15:00:50.003395,192.168.1.222,10.0.0.222,UDP,53,85,normal
2025-06-10T15:00:50.014181,192.168.1.223,10.0.0.223,TCP,80,86,normal
2025-06-10T15:00:50.024635,192.168.1.224,10.0.0.224,UDP,53,87,normal
2025-06-10T15:00:50.035213,192.168.1.225,10.0.0.225,TCP,80,88,normal
2025-06-10T15:00:50.045584,192.168.1.226,10.0.0.226,UDP,53,89,anomaly
2025-06-10T15:00:50.055929,192.168.1.227,10.0.0.227,TCP,80,90,normal
2025-06-10T15:00:50.066358,192.168.1.228,10.0.0.228,UDP,53,91,normal
2025-06-10T15:00:50.076917,192.168.1.229,10.0.0.229,TCP,80,92,normal
2025-06-10T15:00:50.087434,192.168.1.230,10.0.0.230,UDP,53,93,normal
2025-06-10T15:00:50.097773,192.168.1.231,10.0.0.231,TCP,80,94,anomaly
2025-06-10T15:00:50.108493,192.168.1.232,10.0.0.232,UDP,53,95,normal
2025-06-10T15:00:50.118956,192.168.1.233,10.0.0.233,TCP,80,96,normal
2025-06-10T15:00:50.129251,192.168.1.234,10.0.0.234,UDP,53,97,normal
2025-06-10T15:00:50.139472,192.168.1.235,10.0.0.235,TCP,80,98,normal
2025-06-10T15:00:50.149868,192.168.1.236,10.0.0.236,UDP,53,99,anomaly
2025-06-10T15:00:50.160489,192.168.1.237,10.0.0.237,TCP,80,100,normal
2025-06-10T15:00:50.171214,192.168.1.238,10.0.0.238,UDP,53,101,normal
2025-06-10T15:00:50.181351,192.168.1.239,10.0.0.239,TCP,80,102,normal
2025-06-10T15:00:50.191657,192.168.1.240,10.0.0.240,UDP,53,103,normal
2025-06-10T15:00:50.201746,192.168.1.241,10.0.0.241,TCP,80,104,anomaly
2025-06-10T15:00:50.211971,192.168.1.242,10.0.0.242,UDP,53,105,normal
2025-06-10T15:00:50.222140,192.168.1.243,10.0.0.243,TCP,80,106,normal
2025-06-10T15:00:50.232848,192.168.1.244,10.0.0.244,UDP,53,107,normal
2025-06-10T15:00:50.243292,192.168.1.245,10.0.0.245,TCP,80,108,normal
2025-06-10T15:00:50.253557,192.168.1.246,10.0.0.246,UDP,53,109,anomaly
2025-06-10T15:00:50.264267,192.168.1.247,10.0.0.247,TCP,80,110,normal
2025-06-10T15:00:50.274547,192.168.1.248,10.0.0.248,UDP,53,111,normal
2025-06-10T15:00:50.284690,192.168.1.249,10.0.0.249,TCP,80,112,normal
2025-06-10T15:00:50.295223,192.168.1.250,10.0.0.250,UDP,53,113,normal
2025-06-10T15:00:50.305377,192.168.1.251,10.0.0.251,TCP,80,114,anomaly
2025-06-10T15:00:50.315900,192.168.1.252,10.0.0.252,UDP,53,115,normal
2025-06-10T15:00:50.326354,192.168.1.253,10.0.0.253,TCP,80,116,normal
2025-06-10T15:00:50.336698,192.168.1.254,10.0.0.254,UDP,53,117,normal
2025-06-10T15:00:50.346864,192.168.1.255,10.0.0.255,TCP,80,118,normal
2025-06-10T15:00:50.357140,192.168.1.1,10.0.0.1,UDP,53,119,anomaly
2025-06-10T15:00:50.367556,192.168.1.2,10.0.0.2,TCP,80,120,normal
2025-06-10T15:00:50.377945,192.168.1.3,10.0.0.3,UDP,53,121,normal
2025-06-10T15:00:50.388303,192.168.1.4,10.0.0.4,TCP,80,122,normal
2025-06-10T15:00:50.398729,192.168.1.5,10.0.0.5,UDP,53,123,normal
2025-06-10T15:00:50.409047,192.168.1.6,10.0.0.6,TCP,80,124,anomaly
2025-06-10T15:00:50.419279,192.168.1.7,10.0.0.7,UDP,53,125,normal
2025-06-10T15:00:50.429728,192.168.1.8,10.0.0.8,TCP,80,126,normal
2025-06-10T15:00:50.439953,192.168.1.9,10.0.0.9,UDP,53,127,normal
2025-06-10T15:00:50.450528,192.168.1.10,10.0.0.10,TCP,80,128,normal
2025-06-10T15:00:50.460966,192.168.1.11,10.0.0.11,UDP,53,129,anomaly
2025-06-10T15:00:50.471149,192.168.1.12,10.0.0.12,TCP,80,130,normal
2025-06-10T15:00:50.481275,192.168.1.13,10.0.0.13,UDP,53,131,normal
2025-06-10T15:00:50.491762,192.168.1.14,10.0.0.14,TCP,80,132,normal
2025-06-10T15:00:50.502305,192.168.1.15,10.0.0.15,UDP,53,133,normal
2025-06-10T15:00:50.512423,192.168.1.16,10.0.0.16,TCP,80,134,anomaly
2025-06-10T15:00:50.522530,192.168.1.17,10.0.0.17,UDP,53,135,normal
2025-06-10T15:00:50.532681,192.168.1.18,10.0.0.18,TCP,80,136,normal
2025-06-10T15:00:50.543296,192.168.1.19,10.0.0.19,UDP,53,137,normal
2025-06-10T15:00:50.553706,192.168.1.20,10.0.0.20,TCP,80,138,normal
2025-06-10T15:00:50.564191,192.168.1.21,10.0.0.21,UDP,53,139,anomaly
2025-06-10T15:00:50.574627,192.168.1.22,10.0.0.22,TCP,80,140,normal
2025-06-10T15:00:50.584976,192.168.1.23,10.0.0.23,UDP,53,141,normal
2025-06-10T15:00:50.595241,192.168.1.24,10.0.0.24,TCP,80,142,normal
2025-06-10T15:00:50.605656,192.168.1.25,10.0.0.25,UDP,53,143,normal
2025-06-10T15:00:50.615875,192.168.1.26,10.0.0.26,TCP,80,144,anomaly
2025-06-10T15:00:50.626244,192.168.1.27,10.0.0.27,UDP,53,145,normal
2025-06-10T15:00:50.636584,192.168.1.28,10.0.0.28,TCP,80,146,normal
2025-06-10T15:00:50.646742,192.168.1.29,10.0.0.29,UDP,53,147,normal
2025-06-10T15:00:50.657116,192.168.1.30,10.0.0.30,TCP,80,148,normal
2025-06-10T15:00:50.667755,192.168.1.31,10.0.0.31,UDP,53,149,anomaly
2025-06-10T15:00:50.678084,192.168.1.32,10.0.0.32,TCP,80,150,normal
2025-06-10T15:00:50.688478,192.168.1.33,10.0.0.33,UDP,53,151,normal
2025-06-10T15:00:50.698924,192.168.1.34,10.0.0.34,TCP,80,152,normal
2025-06-10T15:00:50.709158,192.168.1.35,10.0.0.35,UDP,53,153,normal
2025-06-10T15:00:50.719821,192.168.1.36,10.0.0.36,TCP,80,154,anomaly
2025-06-10T15:00:50.730338,192.168.1.37,10.0.0.37,UDP,53,155,normal
2025-06-10T15:00:50.740980,192.168.1.38,10.0.0.38,TCP,80,156,normal
2025-06-10T15:00:50.751205,192.168.1.39,10.0.0.39,UDP,53,157,normal
2025-06-10T15:00:50.761533,192.168.1.40,10.0.0.40,TCP,80,158,normal
2025-06-10T15:00:50.771816,192.168.1.41,10.0.0.41,UDP,53,159,anomaly
2025-06-10T15:00:50.782107,192.168.1.42,10.0.0.42,TCP,80,160,normal
2025-06-10T15:00:50.792349,192.168.1.43,10.0.0.43,UDP,53,161,normal
2025-06-10T15:00:50.802544,192.168.1.44,10.0.0.44,TCP,80,162,normal
2025-06-10T15:00:50.813002,192.168.1.45,10.0.0.45,UDP,53,163,normal
2025-06-10T15:00:50.823578,192.168.1.46,10.0.0.46,TCP,80,64,anomaly
2025-06-10T15:00:50.834043,192.168.1.47,10.0.0.47,UDP,53,65,normal
2025-06-10T15:00:50.844501,192.168.1.48,10.0.0.48,TCP,80,66,normal
2025-06-10T15:00:50.854986,192.168.1.49,10.0.0.49,UDP,53,67,normal
2025-06-10T15:00:50.865517,192.168.1.50,10.0.0.50,TCP,80,68,normal
2025-06-10T15:00:50.875707,192.168.1.51,10.0.0.51,UDP,53,69,anomaly
2025-06-10T15:00:50.886086,192.168.1.52,10.0.0.52,TCP,80,70,normal
2025-06-10T15:00:50.896311,192.168.1.53,10.0.0.53,UDP,53,71,normal
2025-06-10T15:00:50.906894,192.168.1.54,10.0.0.54,TCP,80,72,normal
2025-06-10T15:00:50.917383,192.168.1.55,10.0.0.55,UDP,53,73,normal
2025-06-10T15:00:50.927607,192.168.1.56,10.0.0.56,TCP,80,74,anomaly
2025-06-10T15:00:50.937858,192.168.1.57,10.0.0.57,UDP,53,75,normal
2025-06-10T15:00:50.948510,192.168.1.58,10.0.0.58,TCP,80,76,normal
2025-06-10T15:00:50.958728,192.168.1.59,10.0.0.59,UDP,53,77,normal
2025-06-10T15:00:50.969182,192.168.1.60,10.0.0.60,TCP,80,78,normal
2025-06-10T15:00:50.979752,192.168.1.61,10.0.0.61,UDP,53,79,anomaly
2025-06-10T15:00:50.989920,192.168.1.62,10.0.0.62,TCP,80,80,normal
2025-06-10T15:00:51.000430,192.168.1.63,10.0.0.63,UDP,53,81,normal
2025-06-10T15:00:51.010700,192.168.1.64,10.0.0.64,TCP,80,82,normal
2025-06-10T15:00:51.021094,192.168.1.65,10.0.0.65,UDP,53,83,normal
2025-06-10T15:00:51.031668,192.168.1.66,10.0.0.66,TCP,80,84,anomaly
